Taxa_Name;Author;Phytobs_Taxa_Code;Phytoplankton_Group;Phylum;Class;Order;Family;Genus;Species;Life_Form;Life_Form2;Phytobs_Cell_Form;Phytobs_Ind_Form;Min_Width;Max_Width;Min_Length;max_Lenght;Cell_Biovolume;Ind_Biovolume;Carbon;Min_Size_Ind;Max_Size_Ind;Ignatiades_Size_Class;Motility;Flagellum;Nb_Flagellum;Aerotope;Contractile_Vacuole;Mucilage;Akinete;Heterocyte;Cyst;Plast;Nb_Plast;Sheath;Tractus;Siciliceous_Skeleton;Lorica;Plate;Scale;Ornamentation;Protuberance;Protuberance_Type;Protuberance_Size;Nb_Protuberance;Chlo_B;Chlo_C;Xanthophyll;Phycobilin;Toxin;Microcystin;Anatoxin-a;Anatoxin-a(S);Cylindrospermopsin;Saxitoxin;BMAA;Nutrition;Reproduction;Water_Type;Water_Trophy;Tolerance;Reynolds_Group
Desmodesmus aculeolatus;(Reinsch) Tsarenko;DEDACU;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Desmodesmus;Desmodesmus aculeolatus;Col.;None;Rotationnal Ellipsoid;#NA;2.5;6;9;21;75;300;12.45;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;Tooth;Small;6;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;High nutrient content;J
Desmodesmus armatus;(Chodat) Hegewald;DEDARM;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Desmodesmus;Desmodesmus armatus;Col.;None;Rotationnal Ellipsoid;#NA;3;9.5;7;26.5;353;#NA;53.31;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;Needle;Large;2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Eutrophic;High nutrient content;J
Desmodesmus armatus var. longispina;(Chodat) Hegewald;DEDARL;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Desmodesmus;Desmodesmus armatus;Col.;None;Rotationnal Ellipsoid;#NA;2;6;8;14.5;148;#NA;23.57;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;Needle;Large;2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;High nutrient content;J
Desmodesmus bicaudatus;(Dedusenko) Tsarenko;DEDBIC;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Desmodesmus;Desmodesmus bicaudatus;Col.;None;Rotationnal Ellipsoid;#NA;2;5.4;7.8;14.5;94;#NA;15.39;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;Needle;Large;1;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Eutrophic;High nutrient content;J
Desmodesmus bicellularis;(Chodat) An, Friedl & Hegewald;DEDBIE;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Desmodesmus;Desmodesmus bicellularis;Col.;None;Rotationnal Ellipsoid;#NA;2;5;6;11;37;74;6.41;Nanophytoplankton;Nanophytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Hypereutrophic;Stratification;X1
Desmodesmus communis;(Hegewald) Hegewald;DEDCOM;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Desmodesmus;Desmodesmus communis;Col.;None;Rotationnal Ellipsoid;#NA;2.3;6.6;7.8;20.4;364;1900;54.87;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;Needle;Large;4;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Eutrophic;High nutrient content;J
Desmodesmus costato-granulatus;(Skuja) Hegewald;DEDCOG;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Desmodesmus;Desmodesmus costato-granulatus;Col.;Cel.;Rotationnal Ellipsoid;#NA;2;4;4;10.2;22;#NA;3.94;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;Granule;Small;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Eutrophic;High nutrient content;J
Desmodesmus denticulatus;(Lagerheim) An, Friedl & Hegewald;DEDDEN;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Desmodesmus;Desmodesmus denticulatus;Col.;None;Rotationnal Ellipsoid;#NA;4;11;6;20;411;#NA;61.50;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;Needle;Small;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;High nutrient content;J
Desmodesmus grahneisii;(Heynig) Hegewald;DEDGRA;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Desmodesmus;Desmodesmus grahneisii;Col.;Cel.;Rotationnal Ellipsoid;#NA;2;7;5;13;95.4;#NA;15.60;Nanophytoplankton;Nanophytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;1;Granule;Small;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Eutrophic;High nutrient content;J
Desmodesmus granulatus;(West & West) Tsarenko;DEDGRL;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Desmodesmus;Desmodesmus granulatus;Col.;None;Rotationnal Ellipsoid;#NA;4;7.5;10;19.5;45;#NA;7.71;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;Granule;Small;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Eutrophic;High nutrient content;J
Desmodesmus hystrix;(Lagerheim) Hegewald;DEDHYS;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Desmodesmus;Desmodesmus hystrix;Col.;None;Rotationnal Ellipsoid;#NA;2;6;10;20;65;#NA;10.88;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;Tooth;Small;2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Eutrophic;High nutrient content;J
Desmodesmus intermedius;(Chodat) Hegewald;DEDINT;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Desmodesmus;Desmodesmus intermedius;Col.;None;Rotationnal Ellipsoid;#NA;2;5.5;3.5;10;87;348;14.31;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;Needle;Large;4;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Eutrophic;High nutrient content;J
Desmodesmus lefevrei;(Deflandre) An, Friedl & Hegewald;DEDLEF;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Desmodesmus;Desmodesmus lefevrei;Col.;None;Rotationnal Ellipsoid;#NA;2.4;7;5;18;133;#NA;21.32;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;Needle;Small;4;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Eutrophic;High nutrient content;J
Desmodesmus magnus;(Meyen) Tsarenko;DEDMAG;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Desmodesmus;Desmodesmus magnus;Col.;None;Rotationnal Ellipsoid;#NA;6;14;18;43;130;520;20.87;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;1;Granule;Large;2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Eutrophic;High nutrient content;J
Desmodesmus opoliensis;(P.G. Richter) Hegewald;DEDOPO;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Desmodesmus;Desmodesmus opoliensis;Col.;None;Rotationnal Ellipsoid;#NA;3.4;9;8;29.5;306;1224;46.62;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;Needle;Large;2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Eutrophic;High nutrient content;J
Desmodesmus serratus;(Corda) An, Friedl & Hegewald;DEDSER;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Desmodesmus;Desmodesmus serratus;Col.;None;Rotationnal Ellipsoid;#NA;2.7;7;7.8;20;27;#NA;4.77;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;Tooth;Small;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Eutrophic;High nutrient content;J
Desmodesmus spinosus;(Chodat) Hegewald;DEDSPI;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Desmodesmus;Desmodesmus spinosus;Col.;None;Rotationnal Ellipsoid;#NA;1.5;4;7;10;28;1100;4.94;Nanophytoplankton;Nanophytoplankton;Microplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;Needle;Large;2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Eutrophic;High nutrient content;J
Desmodesmus subspicatus;(Chodat) Hegewald & Schmidt;DEDSUB;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Desmodesmus;Desmodesmus subspicatus;Col.;None;Rotationnal Ellipsoid;#NA;2.4;7;5;12;28;#NA;4.94;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;Needle;Large;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Eutrophic;High nutrient content;J
Dichotomococcus curvatus;Korshikov;DIHCUR;Chlorophytes;CHLOROPHYTA;TREBOUXIOPHYCEAE;Trebouxiales;Botryococcaceae;Dichotomococcus;Dichotomococcus curvatus;Col.;None;Double Cone ;#NA;2;4;5.5;11.6;67;#NA;11.20;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;#NA;#NA;#NA
Dictyosphaerium;Nägeli;DICSPX;Chlorophytes;CHLOROPHYTA;TREBOUXIOPHYCEAE;Chlorellales;Chlorellaceae;Dictyosphaerium;;Col.;None;Rotationnal Ellipsoid;#NA;2;10;3;11;26;832;4.60;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Meso-eutrophic;Low nutrients;F
Dictyosphaerium chlorelloides;(Naumann) Komárek & Perman;DICCHL;Chlorophytes;CHLOROPHYTA;TREBOUXIOPHYCEAE;Chlorellales;Chlorellaceae;Dictyosphaerium;Dictyosphaerium chlorelloides;Col.;None;Rotationnal Ellipsoid;#NA;3.5;9;3.5;9;65;#NA;10.88;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Meso-eutrophic;Low nutrients;F
Dictyosphaerium ehrenbergianum;Naeg.;DICEHR;Chlorophytes;CHLOROPHYTA;TREBOUXIOPHYCEAE;Chlorellales;Chlorellaceae;Dictyosphaerium;Dictyosphaerium ehrenbergianum;Col.;None;Rotationnal Ellipsoid;#NA;2;3;3.5;5.5;54;#NA;9.14;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Meso-eutrophic;Low nutrients;F
Dictyosphaerium pulchellum var. minutum;Deflandre;DICPMI;Chlorophytes;CHLOROPHYTA;TREBOUXIOPHYCEAE;Chlorellales;Chlorellaceae;Dictyosphaerium;Dictyosphaerium pulchellum;Col.;None;Sphere;#NA;4;10;4;10;56.1;#NA;9.48;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Meso-eutrophic;Low nutrients;F
Dictyosphaerium subsolitarium;Van Goor;DICSUB;Chlorophytes;CHLOROPHYTA;TREBOUXIOPHYCEAE;Chlorellales;Chlorellaceae;Dictyosphaerium;Dictyosphaerium subsolitarium;Col.;None;Sphere;#NA;1.5;3;1.5;3;8;128;1.52;Picophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;1;>2;0;1;0;0;0;0;0;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Meso-eutrophic;Low nutrients;F
Didymocystis;Korshikov;DIDSPX;Chlorophytes;CHLOROPHYTA;TREBOUXIOPHYCEAE;Chlorellales;Oocystaceae;Didymocystis;;Col.;None;Rotationnal Ellipsoid;#NA;2;6;4;13;17;150;3.09;Nanophytoplankton;Nanophytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;#NA;#NA;#NA
Didymocystis inconspicua;Korshikov;DIDINS;Chlorophytes;CHLOROPHYTA;TREBOUXIOPHYCEAE;Chlorellales;Oocystaceae;Didymocystis;Didymocystis inconspicua;Col.;None;Rotationnal Ellipsoid;#NA;2;4;4;10.2;29.1;58.2;5.12;Nanophytoplankton;Nanophytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;Tooth;Small;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;#NA;#NA;#NA
Didymocystis inermis;(Fott) Fott;DIDINE;Chlorophytes;CHLOROPHYTA;TREBOUXIOPHYCEAE;Chlorellales;Oocystaceae;Didymocystis;Didymocystis inermis;Col.;None;Rotationnal Ellipsoid;#NA;3;6;6;13;297;#NA;45.33;Nanophytoplankton;Nanophytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;Granule;Small;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;#NA;#NA;#NA
Diplochloris;Korshikov;DCHSPX;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Chlamydomonodales;Scotiellocystoidaceae;Diplochloris;;Col.;None;Double Cone ;#NA;0.5;2.5;2.5;10;15;#NA;2.75;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;1;1;1;0;1;0;0;0;0;0;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;#NA;#NA;#NA
Diplochloris lunata;Fott;DCHLUN;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Chlamydomonodales;Scotiellocystoidaceae;Diplochloris;Diplochloris lunata;Col.;Cel.;Double Cone ;#NA;1;2;4;7;62;#NA;10.41;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;1;1;1;0;1;0;0;0;0;0;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;#NA;#NA;#NA
Elakatothrix;Wille;ELASPX;Chlorophytes;CHAROPHYTA;KLEBSORMIDIOPHYCEAE;Klebsormidiales;Elakatothrichaceae;Elakatothrix;;Col.;Cel.;Double Cone ;#NA;3;4;8;40;136;1000;21.77;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Meso-eutrophic;Low nutrients;F
Elakatothrix gelatinosa;Wille;ELAGEL;Chlorophytes;CHAROPHYTA;KLEBSORMIDIOPHYCEAE;Klebsormidiales;Elakatothrichaceae;Elakatothrix;Elakatothrix gelatinosa;Col.;Cel.;Double Cone ;#NA;3;4;12;26;191;1000;29.95;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Meso-eutrophic;Low nutrients;F
Elakatothrix gelifacta;(Chodat) Hindak;ELAGEI;Chlorophytes;CHAROPHYTA;KLEBSORMIDIOPHYCEAE;Klebsormidiales;Elakatothrichaceae;Elakatothrix;Elakatothrix gelifacta;Col.;Cel.;Double Cone ;#NA;4;4.5;30;35;153.7;#NA;24.42;Microphytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Meso-eutrophic;Low nutrients;F
Eudorina elegans;Ehrenberg;EUDELE;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Chlamydomonodales;Volvocaceae;Eudorina;Eudorina elegans;Col.;None;Sphere;#NA;12;24;12;24;1150;28300;161.60;Nanophytoplankton;Mesophytoplankton;Microplankton;1;1;2;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual;Freshwater;Eutrophic;High light and nutrient content;G
Eutetramorus;Walton;EUTSPX;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Radiococcaceae;Eutetramorus;;Col.;None;Sphere;#NA;8;20;8;20;98;784;16.00;Nanophytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Meso-eutrophic;Low nutrients;F
Franceia;Lemmermann;FRNSPX;Chlorophytes;CHLOROPHYTA;TREBOUXIOPHYCEAE;Chlorellales;Oocystaceae;Franceia;;Cel.;None;Rotationnal Ellipsoid;Rotationnal Ellipsoid;4;13.5;8;18;200;200;31.27;Nanophytoplankton;Nanophytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;>1;0;0;0;0;0;0;0;1;Needle;Large;>2;1;0;1;0;0;0;0;0;0;0;0;Mixotrophic;Sexual and asexual;Freshwater;#NA;#NA;#NA
Franceia amphitricha;(Lagerheim) Hegewald;FRNAMP;Chlorophytes;CHLOROPHYTA;TREBOUXIOPHYCEAE;Chlorellales;Oocystaceae;Franceia;Franceia amphitricha;Cel.;None;Rotationnal Ellipsoid;Rotationnal Ellipsoid;4;13.5;8;18;131;131;21.02;Nanophytoplankton;Nanophytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;>2;0;0;0;0;0;0;0;1;Needle;Large;>2;1;0;1;0;0;0;0;0;0;0;0;Mixotrophic;Sexual and asexual;Freshwater;#NA;#NA;#NA
Franceia javanica;(Bernard) Hortobágyi;FRNJAV;Chlorophytes;CHLOROPHYTA;TREBOUXIOPHYCEAE;Chlorellales;Oocystaceae;Franceia;Franceia javanica;Cel.;None;Rotationnal Ellipsoid;Rotationnal Ellipsoid;3.5;5;4;8;65;65;10.88;Nanophytoplankton;Nanophytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;>2;0;0;0;0;0;0;0;1;Needle;Large;>2;1;0;1;0;0;0;0;0;0;0;0;Mixotrophic;Sexual and asexual;Freshwater;#NA;#NA;#NA
Gloeocystis vesiculosa;Nägeli;GLOVES;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Radiococcaceae;Gloeocystis;Gloeocystis vesiculosa;Col.;None;Rotationnal Ellipsoid;#NA;6;8;6;8;180;44680;28.32;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;#NA;#NA;#NA
Golenkinia paucispina;W. & G.S. West;GOLPAU;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Neochloridaceae;Golenkinia;Golenkinia paucispina;Cel.;None;Sphere;Sphere;5.5;19;5.5;19;900;900;128.38;Nanophytoplankton;Nanophytoplankton;Nanoplankton;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;Needle;Small;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Eutrophic;High nutrient content;J
Golenkinia radiata;Chodat;GOLRAD;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Neochloridaceae;Golenkinia;Golenkinia radiata;Cel.;None;Sphere;Sphere;6.4;21;21;65;2460;2460;330.02;Microphytoplankton;Microphytoplankton;Microplankton;1;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;Needle;Large;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Eutrophic;High nutrient content;J
Golenkiniopsis;Korshikov;GOKSPX;Chlorophytes;CHLOROPHYTA;TREBOUXIOPHYCEAE;Chlorellales;Chlorellaceae;Golenkiniopsis;;Cel.;None;Sphere;Sphere;4;11;4;11;16;16;2.92;Nanophytoplankton;Nanophytoplankton;Nanoplankton;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;Needle;Large;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;#NA;#NA;#NA
Granulocystis helenae;Hindák;GCYHEL;Chlorophytes;CHLOROPHYTA;TREBOUXIOPHYCEAE;Chlorellales;Oocystaceae;Granulocystis;Granulocystis helenae;Cel.;Col.;Rotationnal Ellipsoid;Rotationnal Ellipsoid;3.2;9.6;5.6;16;324;324;49.19;Nanophytoplankton;Nanophytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;Granule;Small;>2;1;0;1;0;0;0;0;0;0;0;0;Mixotrophic;Sexual and asexual;Freshwater;#NA;#NA;#NA
Granulocystopsis;Hindák;GRCSPX;Chlorophytes;CHLOROPHYTA;TREBOUXIOPHYCEAE;Chlorellales;Oocystaceae;Granulocystopsis;;Cel.;Col.;Rotationnal Ellipsoid;Rotationnal Ellipsoid;3.5;9;7;14.5;215.75;215.75;33.58;Nanophytoplankton;Nanophytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;1;>2;0;0;0;0;0;0;1;1;Granule;Small;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;#NA;#NA;#NA
Granulocystopsis coronata;(Lemmermann) Hindák;GRCCOR;Chlorophytes;CHLOROPHYTA;TREBOUXIOPHYCEAE;Chlorellales;Oocystaceae;Granulocystopsis;Granulocystopsis coronata;Cel.;None;Rotationnal Ellipsoid;Rotationnal Ellipsoid;3.5;9;4.5;19.2;130;130;20.87;Nanophytoplankton;Nanophytoplankton;Nanoplankton;0;0;0;0;0;1;0;0;0;1;>2;0;0;0;0;0;0;1;1;Granule;Small;>2;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;#NA;#NA;#NA
Hariotina reticulata;Dangeard;HARRET;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Scenedesmaceae;Hariotina;Hariotina reticulata;Col.;None;Sphere;#NA;3.3;10;3.3;10;144;2900;22.97;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Eutrophic;High nutrient content;J
Hindakia tetrachotoma;(Printz) Bock, Pröschold & Krienitz;HIDTET;Chlorophytes;CHLOROPHYTA;TREBOUXIOPHYCEAE;Chlorellales;Chlorellaceae;Hindakia;Hindakia tetrachotoma;Col.;None;Rotationnal Ellipsoid;#NA;3;8.5;3;11;105;4200;17.07;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Sexual and asexual;Freshwater;Meso-eutrophic;Low nutrients;F
Hyaloraphidium contortum;Pascher & Korshikov;HYACON;Chlorophytes;#NA;#NA;#NA;#NA;Hyaloraphidium;Hyaloraphidium contortum;Cel.;None;Double Cone ;Double Cone ;0.7;5;75;75;149;149;23.72;Microphytoplankton;Microphytoplankton;Nanoplankton;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;#NA;#NA;#NA
Kirchneriella;Schmidle;KIRSPX;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Selenastraceae;Kirchneriella;;Col.;Cel.;Double Cone ;#NA;1.2;16;4;26;164;1312;25.95;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Meso-eutrophic;Low nutrients;F
Kirchneriella irregularis;(Smith) Korshikov;KIRIRR;Chlorophytes;CHLOROPHYTA;CHLOROPHYCEAE;Sphaeropleales;Selenastraceae;Kirchneriella;Kirchneriella irregularis;Col.;Cel.;Rotationnal Ellipsoid;#NA;3;6;6;26;106;1102;17.23;Nanophytoplankton;Microphytoplankton;Microplankton;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;None;None;0;1;0;1;0;0;0;0;0;0;0;0;Autotrophic;Asexual;Freshwater;Meso-eutrophic;Low nutrients;F
